"","data.INSTNM","data.TUITFTE","value"
"6440","Champion Beauty College","4586",0.734417344173442
"6441","Professional Careers Institute","3797",1.80066445182724
"6442","Southeast Texas Career Institute","2713",0.293766937669377
"6443","Southwest Applied Technology College","2750",0.787790697674419
"6444","ImageWorks Academy of Hair Design","18202",1.24597701149425
"6445","Alpine College","1492",0.274987316083206
"6446","Academy of Cosmetology","5265",0.856240126382307
"6447","Milwaukee Career College","11929",2.69651741293532
"6448","University of the West","10888",0.174557165861514
"6449","South University-Tampa","16397",0.0991041433370661
"6450","Milan Institute of Cosmetology-San Antonio Military","4616",0.0526315789473684
"6451","Brio Academy of Cosmetology-Willimantic","8550",0.064237183446572
"6452","Averett University-Non-Traditional Programs","4960",0.0704647676161919
"6453","A.B.I. School of Barbering & Cosmetology of Tribeca Inc.","71",2.29411764705882
"6454","Paul Mitchell the School-Tampa","8159",0.0306888671237349
"6455","Paul Mitchell the School-San Diego","9635",0.0306888671237349
"6456","Paul Mitchell the School-Michigan","10798",0.0306888671237349
"6457","Miami-Jacobs Career College-Troy","13416",0.0819047619047619
"6458","ATI College-SantaAna","7284",0.392185238784371
"6459","Blue Cliff College-Houma","5318",0.44578313253012
"6460","The Art Institute of Salt Lake City","18135",0.0578071002199183
"6461","Fortis College-Columbus","6828",0.105742296918768
"6462","Fortis College-Cincinnati","17741",0.105742296918768
"6463","Fortis Institute-Baltimore","9631",0.564356435643564
"6464","The Art Institute of Charleston","17778",0.0527397260273973
"6465","Argosy University-The Art Institute of California-Sacramento","17786",0.0697827518104016
"6466","Blue Cliff College-Fayetteville","5509",0.254901960784314
"6467","Blue Cliff College-Alexandria","4368",0.24609375
"6468","Saint Louis Community College-Wildwood","1127",0.102782071097372
"6469","StenoTech Career Institute-Piscataway","1424",0.137712401724575
"6470","High-Tech Institute-Brookfield","5846",0.0579710144927536
"6471","Rasmussen College-Lake Elmo","19995",0.0841205578047683
"6472","Ultimate Medical Academy-Tampa","9210",0.106571936056838
"6473","Beauty Schools of America-North Miami Beach","8638",6.14285714285714
"6474","Virginia College-Biloxi","10824",0.191553544494721
"6475","ITT Technical Institute-St Petersburg","10868",0.110485933503836
"6476","ITT Technical Institute-Baton Rouge","10757",0.103174603174603
"6477","ITT Technical Institute-Columbia","11730",0.0890140845070422
"6478","ITT Technical Institute-Wichita","9102",0.104608294930876
"6479","ITT Technical Institute-Atlanta","9088",0.0945225399903054
"6480","ITT Technical Institute-Mobile","9881",0.174715909090909
"6481","ITT Technical Institute-Chattanooga","8542",0.0924145299145299
"6482","ITT Technical Institute-South Bend","7503",0.100573215216258
"6483","Virginia College-School of Business and Health-Chattanooga","8361",0.191553544494721
"6484","Brite Divinity School","5794",0.0686881188118812
"6485","Harrison College-Elkhart","9240",0.0595723014256619
"6486","Brown Aveda Institute-Rocky River","7374",0.0483565107458913
"6487","Clary Sage College","11560",0.0586552217453505
"6488","Broadview University-Layton","17255",0.0524064171122995
"6489","Academy of Court Reporting and Technology","10586",0.237931034482759
"6490","International Academy of Design and Technology-Sacramento","9959",0.0716318785578748
"6491","University of Phoenix-Alabama","8128",0.181445412608918
"6492","Sanford-Brown College-San Antonio","9433",0.0716318785578748
"6493","University of Phoenix-Augusta Campus","7536",0.181445412608918
"6494","University of Phoenix-Washington DC","8424",0.181445412608918
"6495","University of Phoenix-Chattanooga Campus","8009",0.181445412608918
"6496","DeVry University-Michigan","17736",0.110550954267195
"6497","DeVry University-Tennessee","11936",0.110550954267195
"6498","Argosy University-Inland Empire","12016",0.135802469135802
"6499","Argosy University-Nashville","14629",0.135802469135802
"6500","Argosy University-San Diego","12659",0.135802469135802
"6501","Vatterott Education Center","6930",0.293216630196937
"6502","American Institute","5718",0.207581227436823
"6503","Rasmussen College-Wisconsin","15560",0.0841205578047683
"6504","Empire Beauty School-Lisle","6017",0.0406349206349206
"6505","Empire Beauty School-Richmond","4232",0.226635514018692
"6506","Empire Beauty School-North Hills","5854",0.060082304526749
"6507","Empire Beauty School-Concord","5707",0.0580110497237569
"6508","Empire Beauty School-Arlington Heights","5649",0.109271523178808
"6509","Lexington Healing Arts Academy","7984",0.209833526906698
"6510","Empire Beauty School-Hooksett","6699",0.0269121813031161
"6511","The Institute of Beauty and Wellness","9311",0.151905829596413
"6512","InterCoast Colleges-Carson","9536",0.0217517964653331
"6513","InterCoast Career Institute-South Portland","10095",0.0217517964653331
"6514","Carrington College-Stockton","14070",0.141357027463651
"6515","Carrington College-Citrus Heights","14835",0.141357027463651
"6516","Euphoria Institute of Beauty Arts & Sciences-Summerlin","5433",0.106587712805329
"6517","Euphoria Institute of Beauty Arts & Sciences-Green Valley","3621",0.106587712805329
"6518","Empire Beauty School-Portsmouth","7193",0.0320366132723112
"6519","LIU Riverhead","12321",0.0841065549236756
"6520","Newbridge College-Long Beach","12382",0.244111349036403
"6521","Regency Beauty Institute-Lakewood","14037",0.0619469026548673
"6522","Regency Beauty Institute-Westminster","9238",0.0619469026548673
"6523","Regency Beauty Institute-Avon","6862",0.0619469026548673
"6524","Regency Beauty Institute-Joliet","7776",0.0619469026548673
"6525","Regency Beauty Institute-Rockford","6590",0.0619469026548673
"6526","Regency Beauty Institute-Greenfield","9358",0.0619469026548673
"6527","Regency Beauty Institute-Metro Center","9916",0.0619469026548673
"6528","Regency Beauty Institute-East Tucson","7158",0.0619469026548673
"6529","Regency Beauty Institute-Tri-County","9481",0.0619469026548673
"6530","Regency Beauty Institute-Eastgate","15440",0.0619469026548673
"6531","Regency Beauty Institute-Topeka","20393",0.0619469026548673
"6532","Columbia Southern University","4086",0.141921969101859
"6533","Arizona Summit Law School","37119",0.103891125167721
"6534","Arizona Culinary Institute","22709",0.154768703597944
"6535","InfoTech Career College","2460",0.110567115463076
"6536","Trident University International","6217",0.148533844889011
"6537","Coastline Beauty College","715",7.74285714285714
"6538","Healthy Hair Academy","4564",0.142033542976939
"6539","Career College Consultants","13452",5.31372549019608
"6540","San Diego College","2426",1.02264150943396
"6541","Proteus","4985",2.08461538461538
"6542","Montessori Casa International","6966",0.103891125167721
"6543","Branford Academy of Hair and Cosmetology","7619",0.49227974568574
"6544","Academy of Massage and Bodywork","6893",0.253864168618267
"6545","Digital Media Arts College","21537",0.172172808132147
"6546","Academy for Five Element Acupuncture","10770",0.103911042944785
"6547","FastTrain of Jacksonville","11550",0.181149732620321
"6548","Academy of Career Training","7374",0.280829015544041
"6549","Management Resources College","3512",0.189245810055866
"6550","FastTrain of Miami","10243",0.282586027111575
"6551","Paul Mitchell the School-Miami","7210",0.622273249138921
"6552","Wolford College","12027",0.103911042944785
"6553","Aveda Institute-South Florida","54",0.209428129829985
"6554","Aveda Institute-Tallahassee","53",0.285113098369279
"6555","Shear Excellence Hair Academy","76",1.87543252595156
"6556","Southern Catholic College","3339",0.122596697579733
"6557","Carlson College of Massage Therapy","8113",0.162275449101796
"6558","Bio-Chi Institute of Massage Therapy","5157",0.202012672381662
"6559","SOLEX Medical Academy","5019",0.196376811594203
"6560","MyComputerCareer.com-Indianapolis","8107",0.2384513858337
"6561","Z Hair Academy","5143",0.187868284228769
"6562","Alden's School of Cosmetology","544",3.40880503144654
"6563","DiGrigoli School of Cosmetology","3915",1.68847352024922
"6564","Millennium Training Institute","6075",0.415007656967841
"6565","The Fila Academy Inc","10283",0.469670710571924
"6566","Gallery College of Beauty","5571",4.47933884297521
"6567","Lakewood School of Therapeutic Massage","14213",0.33539603960396
"6568","The Salon Spa Academy","5189",0.462063086104007
"6569","Trend Setters School of Cosmetology","3469",0.546922300706357
"6570","Pemiscot County Special School District","4676",0.544176706827309
"6571","Academy of Hair Design-Springfield","8321",0.292814694759589
"6572","Corinth Academy of Cosmetology","573",0.588490770901194
"6573","Southeastern Institute-Charlotte","9016",0.266995073891626
"6574","Gentle Healing School of Massage","12331",0.135907723169509
"6575","Yeshivas Be'er Yitzchok","4767",0.662591687041565
"6576","Metro Auto Electronics Training Institute","16826",1.22072072072072
"6577","Yeshiva Toras Chaim","10755",0.158944281524927
"6578","Talmudical Seminary of Bobov","2683",0.703896103896104
"6579","New York Methodist Hospital Center for Allied Health Education","15579",0.183791115632418
"6580","Institute of Allied Medical Professions","16936",0.194823867721064
"6581","Hudson Valley School of Massage Therapy","5350",0.262088974854932
"6582","Micropower Career Institute","9318",0.119938039389245
"6583","Monroe 2 Orleans BOCES-Center for Workforce Development","68",0.264390243902439
"6584","Aveda Fredric's Institute-Cincinnati","17325",0.129448292333413
"6585","MyComputerCareer.com-Columbus","6974",0.249195402298851
"6586","NewLife Academy of Information Technology","4320",3.30487804878049
"6587","CDE Career Institute","14240",0.120097496122313
"6588","Instituto Educativo Premier","1139",542
"6589","Charleston School of Law","23411",0.103891125167721
"6590","Elite College of Cosmetology","7351",0.570526315789474
"6591","Memphis Institute of Barbering","7754",0.109827760891591
"6592","Manuel and Theresa's School of Hair Design-Bryan","2369",0.350129198966408
"6593","Southwest University at El Paso","6290",1.02651515151515
"6594","Paul Mitchell the School-Austin","5226",0.229175475687104
"6595","Aveda Institute-Provo","6526",0.224244931733554
"6596","Dixie Applied Technology College","4065",0.694871794871795
"6597","Centura College","2224",2.15079365079365
"6598","Southeast Culinary & Hospitality College","9822",0.559917355371901
"6599","Dominion School of Hair Design","6360",0.60762331838565
"6600","Victoria's Academy of Cosmetology","2679",0.341095028319698
"6601","Inland Massage Institute","3998",0.206949217258496
"6602","Sunnyside Beauty Academy","10000",0.525193798449612
"6603","Wisconsin Academy","13351",1.41145833333333
"6604","The Art Institute of Pittsburgh-Online Division","24400",0.0793650793650794
"6605","University of South Florida-Sarasota-Manatee","3359",0.0723296888141295
"6606","University of South Florida-Polytechnic","3128",0.0723296888141295
"6607","Brown Mackie College-Indianapolis","3958",0.244318181818182
"6608","CollegeAmerica-Cheyenne","266",0.167305236270753
"6609","Paul Mitchell the School-San Antonio","2726",0.0567174760723148
"6610","Rasmussen College-Fort Myers","31704",0.0841205578047683
"6611","Rasmussen College-Aurora","33446",0.0841205578047683
"6612","Centro de Estudios Multidisciplinarios-Bayamon","4274",69
"6613","Bryant & Stratton College-Wauwatosa","11384",0.121495327102804
"6614","Minnesota School of Business-Blaine","7547",0.0678496868475992
"6615","Brio Academy of Cosmetology-Torrington","5931",0.20607210626186
"6616","The Art Institute of Michigan","18525",0.0506776664702416
"6617","Lacy Cosmetology School","6165",0.416730621642364
"6618","Lacy Cosmetology School","7382",0.416730621642364
"6619","The Art Institute of Austin","18776",0.0546850998463902
"6620","Argosy University-The Art Institute of California-Silicon Valley","18459",0.0577630610743194
"6621","Remington College-Houston Southeast Campus","9712",0.210122699386503
"6622","Remington College-Shreveport Campus","10047",0.329931972789116
"6623","National American University-Austin","8262",0.0951965065502183
"6624","National American University-Wichita","10076",0.0951965065502183
"6625","Lawton Career Institute-Warren","274",0.00701344243132671
"6626","Fortis College-Landover","7739",0.120430107526882
"6627","Jenny Lea Academy of Cosmetology","6779",0.547379032258065
"6628","ITT Technical Institute-Cary","7135",0.104608294930876
"6629","ITT Technical Institute-Madison","4290",0.107196779063915
"6630","ITT Technical Institute-Clive","4687",0.113853056646102
"6631","ITT Technical Institute-Columbus","3578",0.125677139761647
"6632","ITT Technical Institute-Phoenix","4929",0.103174603174603
"6633","ITT Technical Institute-Madison","4588",0.110417666826692
"6634","ITT Technical Institute-High Point","8080",0.146666666666667
"6635","The Hair Academy","3536",0.240674955595027
"6636","The Art Institutes International–Kansas City","12129",0.0507954228300307
"6637","The Art Institute of Raleigh-Durham","17613",0.0844266970907016
"6638","Le Cordon Bleu College of Culinary Arts-Sacramento","9265",0.186885245901639
"6639","Le Cordon Bleu College of Culinary Arts-Seattle","3536",0.186885245901639
"6640","Le Cordon Bleu College of Culinary Arts-Cambridge","5230",0.0578443612151477
"6641","Le Cordon Bleu College of Culinary Arts-Dallas","8670",0.186885245901639
"6642","Ross Medical Education Center-New Baltimore","6691",0.116013071895425
"6643","Ross College-Sylvania","5316",0.104938271604938
"6644","Argosy University-Salt Lake City","9548",0.135802469135802
"6645","Escuela De Troqueleria Y Herramentaje","474",0.161702127659574
"6646","Virginia College-Montgomery","4243",0.191553544494721
"6647","Fortis Institute-Nashville","5670",0.106837606837607
"6648","Iverson Business School","6158",0.268698060941828
"6649","Galen College of Nursing-Cincinnati","10124",0.0782204129107299
"6650","Institute of Therapeutic Massage Inc","444",0.594298245614035
"6651","Pinnacle Career Institute-North Kansas City","3498",0.133391455972101
"6652","Harris School of Business-Hamilton Campus","4420",0.180509413067553
"6653","Empire Beauty School-Eden Prairie","5113",0.196969696969697
"6654","The Ohio Media School-Columbus","8698",0.0944148936170213
"6655","Ohio Technical College-PowerSport Institute","13921",0.0502057613168724
"6656","TechSkills-Charlotte","8985",0.204914933837429
"6657","Dade Medical College-Miami Lakes","2724",0.687341772151899
"6658","The King’s College","12019",0.111111111111111
"6659","Patsy and Robs Academy of Beauty","6529",0.0406719717064545
"6660","DeVry University-Kentucky","16995",0.110550954267195
"6661","Chamberlain College of Nursing-Illinois","137163",0.087734425522742
"6662","Chamberlain College of Nursing-Ohio","20018",0.087734425522742
"6663","Chamberlain College of Nursing-Arizona","18478",0.087734425522742
"6664","Lincoln Technical Institute","3632",0.115849324804549
"6665","James Albert School of Cosmetology","957",0.996330275229358
"6666","James Albert School of Cosmetology","963",0.996330275229358
"6667","Career Quest Learning Centers-Jackson","7387",1.29976019184652
"6668","Regency Beauty Institute-Fort Collins","9916",0.0619469026548673
"6669","Regency Beauty Institute-Tolleson","5147",0.0619469026548673
"6670","Regency Beauty Institute-Pasadena","12641",0.0619469026548673
"6671","Regency Beauty Institute-Dayton","7353",0.0619469026548673
"6672","Regency Beauty Institute-Akron","5543",0.0619469026548673
"6673","Regency Beauty Institute-Detroit Southgate","3498",0.0619469026548673
"6674","Regency Beauty Institute-Flint","6005",0.0619469026548673
"6675","Regency Beauty Institute-Grand Rapids","5377",0.0619469026548673
"6676","Regency Beauty Institute-Cypresswood","4935",0.0619469026548673
"6677","FastTrain of Kendall","8296",0.282586027111575
"6678","FastTrain of Ft. Lauderdale","8058",0.206083650190114
"6679","FastTrain of Pembroke Pines","10996",0.206083650190114
"6680","FastTrain of Tampa","8881",0.196305686345527
"6681","FastTrain of Clearwater","11682",0.196305686345527
"6682","Bryan University","5256",0.126182965299685
"6683","Regency Beauty Institute-Austin","6433",0.0619469026548673
"6684","Regency Beauty Institute-Mesa","4341",0.0619469026548673
"6685","Regency Beauty Institute-Nashville","4740",0.0619469026548673
"6686","Regency Beauty Institute-Charlotte","4619",0.0619469026548673
"6687","Regency Beauty Institute-North Olmsted","9737",0.0619469026548673
"6688","Regency Beauty Institute-Columbus","NULL",0.0619469026548673
"6689","Regency Beauty Institute-Elgin","NULL",0.0619469026548673
"6690","The Salon Professional Academy-Appleton","8669",0.200517943026267
"6691","Milan Institute of Cosmetology-Fairfield","4176",0.0526315789473684
"6692","Milan Institute of Cosmetology-Reno","1401",0.0526315789473684
"6693","ATI Career Training Center","10718",0.324324324324324
"6694","Milan Institute of Cosmetology-Visalia","3396",0.0526315789473684
"6695","Ottawa University-Online","NULL",0.0751161590087765
"6696","Broadview University-Orem","5916",0.0524064171122995
"6697","Paul Mitchell the School-Esani","8105",0.358415841584158
"6698","Institute of Production and Recording","18965",0.122292418772563
"6699","Virginia College-Greenville","1772",0.191553544494721
"6700","ATI Career Training Center","5814",0.385487528344671
"6701","Paul Mitchell the School-Birmingham","8731",0.30518018018018
"6702","Modern Techniques Beauty College","4146",0.353094462540717
"6703","Taft University System","3220",0.157101449275362
"6704","Mayfield College","5797",3.28484848484848
"6705","International Polytechnic Institute","NULL",1.27529411764706
"6706","Institute of Medical Education","25390",0.213806706114398
"6707","Academy of Esthetics and Cosmetology","6495",0.290772532188841
"6708","BioHealth College","11020",0.210730948678072
"6709","International Professional School of Bodywork","8963",0.213553979511426
"6710","Borner's Barber College","2073",0.117392246047217
"6711","Paul Mitchell the School-Pasadena","21765",0.207742430049828
"6712","San Francisco Institute of Esthetics & Cosmetology Inc","15773",0.190979563072586
"6713","Laurus College","8431",0.449047224523612
"6714","Healing Hands School of Holistic Health","17670",0.844236760124611
"6715","Career Development Institute Inc","9094",0.181879194630872
"6716","Auguste Escoffier School of Culinary Arts-Boulder","45347",0.126961817755915
"6717","Aspen University","15568",0.164641555285541
"6718","Institute of Taoist Education and Acupuncture","39483",0.103891125167721
"6719","National Beauty College","3111",0.50749063670412
"6720","Denver School of Nursing","12697",0.157146999130183
"6721","Cambridge Institute of Allied Health & Technology","13868",0.217321571772253
"6722","Cozmo Beauty School","3786",0.258095238095238
"6723","Orion College","3972",0.349451966473243
"6724","North Florida Academy","3718",0.252327746741155
"6725","Professional Hands Institute","47",135.5
"6726","Celebrity School of Beauty","2128",18.0666666666667
"6727","Paul Mitchell the School-Atlanta","9805",0.256143667296786
"6728","Evans Hairstyling College-Rexburg","175",0.200443786982249
"6729","Paul Mitchell the School-Rexburg","5802",0.255419415645617
"6730","University of Aesthetics-Chicago","11357",0.304323413812465
"6731","The University of Aesthetics & Cosmetology","14761",0.209266409266409
"6732","Tricoci University of Beauty Culture-Chicago NW","14645",0.230442176870748
"6733","Tricoci University of Beauty Culture-Glendale Heights","11745",0.153367289190719
"6734","Tricoci University of Beauty Culture-Peoria","5184",0.259702922855774
"6735","Tricoci University of Beauty Culture-Rockford","10067",0.235652173913043
"6736","Frederick School of Cosmetology","7903",0.614512471655329
"6737","Omega Studios' School of Applied Recording Arts & Sciences","64473",0.166206685065931
"6738","Focus-Hope Information Technologies Center","1950",0.103911042944785
"6739","International Cosmetology Academy","5234",0.113865546218487
"6740","French Academy of Cosmetology","2627",0.713157894736842
"6741","Healing Arts Center","8716",0.170065892689049
"6742","Paul Mitchell the School-Springfield","9589",0.339598997493734
"6743","Urshan Graduate School of Theology","6818",0.103891125167721
"6744","Mississippi Institute of Aesthetics Nails & Cosmetology","7071",0.15601611974669
"6745","Aveda Institute-Chapel Hill","6802",0.231130063965885
"6746","Charlotte School of Law","21300",0.103891125167721
"6747","Daoist Traditions College of Chinese Medical Arts","7381",0.103911042944785
"6748","Total Image Beauty Academy","5338",0.524177949709865
"6749","Jersey College","17488",0.178289473684211
"6750","American Institute of Medical Sciences & Education","17137",0.150430197058007
"6751","Casal Institute of Nevada","15715",0.180006642311524
"6752","Career School of NY","5137",0.426100628930818
"6753","John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry","24402",0.702983138780804
"6754","Ann Marie's World of Beauty School","3114",0.125958633511504
"6755","Yeshiva of Machzikai Hadas","4209",2.91397849462366
"6756","Designer's Beauty Academy","917",2.23045267489712
"6757","Aveda Institute-Columbus","9839",0.186896551724138
"6758","Paul Mitchell the School-Cincinnati","11657",0.175234400258649
"6759","Cutter's Edge School of Cosmetology","3608",0.987249544626594
"6760","Kimberly's Beauty School","217",0.111499691421518
"6761","International Beauty Academy","3552",0.119383259911894
"6762","Hands on Therapy","6900",0.262596899224806
"6763","MediaTech Institute-Dallas","11317",0.173996789727127
"6764","PCCenter","1188",0.674968866749689
"6765","Aveda Institute-San Antonio","5011",0.218548387096774
"6766","360 Degrees Beauty Academy","8716",2.44144144144144
"6767","Skin Institute","8228",0.173773645399166
"6768","Skin Science Institute","9022",0.29601310759148
"6769","Global Health College","13406",0.248852157943067
"6770","Pacific Northwest University of Health Sciences","30073",0.103911042944785
"6771","Visions in Hair Design Institute of Cosmetology","110",0.630232558139535
"6772","Brensten Education","89975",0.129355608591885
"6773","The Chicago School of Professional Psychology at Irvine","31347",0.163795708673315
"6774","Fortis College-Dothan","6786",0.145367412140575
"6775","Fortis Institute-Pensacola","7867",0.127086007702182
"6776","Fortis College-Montgomery","4123",0.127086007702182
"6777","Fortis College School of Cosmetology","12542",0.127086007702182
"6778","Dorsey Business Schools-Farmington Hills","4197",0.172711571675302
"6779","Dorsey Business Schools-Roseville Culinary Academy","1049",0.172711571675302
"6780","Vatterott College-Appling Farms","2231",0.424528301886792
"6781","Minnesota School of Business-Moorhead","5067",0.0678496868475992
"6782","Brown Mackie College-Boise","8664",0.0927318295739348
"6783","Brown Mackie College-Tulsa","3266",0.0927318295739348
"6784","Fortis Institute-Birmingham","1629",0.120430107526882
"6785","Daymar College Albany","6363",0.260981912144703
"6786","Daymar College Scottsville","4739",0.260981912144703
"6787","Miller-Motte College-Greenville","3125",0.0979519145146928
"6788","The Chicago School of Professional Psychology at Los Angeles","38290",0.163795708673315
"6789","The Chicago School of Professional Psychology at Westwood","25874",0.163795708673315
"6790","Cardiac and Vascular Institute of Ultrasound","14195",0.218460298266828
"6791","Virginia College-Jacksonville","28044",0.191553544494721
"6792","Studio Academy of Beauty","11542",0.262215771649734
"6793","California Nurses Educational Institute","23452",0.240461401952085
"6794","Central Nursing College","489",0.475021910604733
"6795","RWM Fiber Optics","4642",542
"6796","Paul Mitchell the School-Sacramento","11668",0.242722794446932
"6797","Providence Christian College","12892",0.120632094369018
"6798","Summit Salon & Beauty School","1987",1.24884792626728
"6799","Oxford Academy of Hair Design Inc","5050",0.753824756606398
"6800","Institute of World Politics","22499",0.103911042944785
"6801","Pontifical John Paul II Institute for Studies on Marriage and Family","7343",0.103911042944785
"6802","Rose Training Institute","7248",0.973070017953321
"6803","Medical Institute of Palm Beach","0",2.64390243902439
"6804","Lake Lanier School of Massage","12275",1.17316017316017
"6805","Oliver Finley Academy of Cosmetology","6176",0.451666666666667
"6806","National Career College","6477",542
"6807","Aveda Institute-Chicago","8367",0.151481274455003
"6808","Tricoci University of Beauty Culture-Libertyville","4046",0.177182085648905
"6809","Tricoci University of Beauty Culture-Bridgeview","8330",0.199852507374631
"6810","The Temple-A Paul Mitchell Partner School","11292",0.193502320599786
"6811","Center for Massage","9053",0.386039886039886
"6812","Academy of Hair Design-Oklahoma City","6830",0.302624232272473
"6813","Education and Technology Institute","4558",0.391618497109827
"6814","Pulse Beauty Academy-A Paul Mitchell Partner School","11342",0.142744271793521
"6815","Liberty Technical College","4182",542
"6816","Toni & Guy Hairdressing Academy-Cranston","10796",0.136937847397676
"6817","South Texas Training Center","6564",1.17826086956522
"6818","Columbia College","10076",0.262215771649734
"6819","Vermont College of Fine Arts","44915",0.103891125167721
"6820","Advanced Welding Institute","17063",0.153497592749929
"6821","The Art Institute of Washington-Dulles","NULL",0.0527397260273973
"6822","Paul Mitchell the School-Memphis","3386",0.274381000505306
"6823","Pima Medical Institute-East Valley","222",0.0823471400394477
"6824","Virginia College-Charleston","NULL",0.191553544494721
"6825","Paul Mitchell the School-Cleveland","14571",0.206318995051389
"6826","Paul Mitchell the School-Columbus","8172",0.2143139580862
"6827","Georgia Beauty Academy","1875",0.386315039201711
"6828","Stautzenberger College-Livonia","17",0.0757389162561576
"6829","Empire Beauty School-Lauderhill","5334",0.0947046843177189
"6830","Empire Beauty School-Spring Lake Park","5288",0.401759530791789
"6831","MediaTech Institute-Austin","11973",0.173996789727127
"6832","MediaTech Institute-Houston","8132",0.173996789727127
"6833","Fortis College-Phoenix","958",0.149063670411985
"6834","Miller-Motte College-Raleigh","5468",0.087620578778135
"6835","Lamson Institute","14789",0.199626865671642
"6836","Euphoria Institute of Beauty Arts & Sciences","1437",0.106587712805329
"6837","Southwestern College","NULL",0.0097652191980054
"6838","College of Hair Design-East Campus","6211",0.0277344967279526
"6839","Sanford-Brown College-Online","6864",0.0716318785578748
"6840","Le Cordon Bleu College of Culinary Arts-St Louis","0",0.186885245901639
"6841","Sanford-Brown College-San Antonio","NULL",0.131665569453588
"6842","Heritage College-Wichita","3198",0.055937193326791
"6843","Heritage College-Little Rock","NULL",0.0535571542765787
"6844","Argosy University-Phoenix Online Division","6386",0.135802469135802
"6845","MedTech College-Greenwood Campus","3200",0.0709812108559499
"6846","MedTech College-Ft Wayne Campus","1026",0.0709812108559499
"6847","MedTech College-Lexington Campus","NULL",0.0709812108559499
"6848","Kaplan University","1598",0.126236183827807
"6849","ITT Technical Institute-Madison","726",0.10305541170378
"6850","ITT Technical Institute-Springfield","162",0.128727272727273
"6851","ITT Technical Institute-Huntington","621",0.174715909090909
"6852","ITT Technical Institute-Concord","0",0.138373751783167
"6853","ITT Technical Institute-Fort Myers","NULL",0.146666666666667
"6854","ITT Technical Institute-Charlotte North","38635",0.090291650019976
"6855","Fortis College-Salt Lake City","NULL",0.0683760683760684
"6856","Polytechnic University of Puerto Rico-Miami","10004",0.0414150129421915
"6857","Polytechnic University of Puerto Rico-Orlando","9927",0.0414150129421915
"6858","Ross Medical Education Center-Fort Wayne","3320",0.105218855218855
"6859","Ross Medical Education Center-Portage","1148",0.141226818830243
"6860","Josef's West Academy","15641",0.031638723634397
"6861","Northeast Technology Center-Claremore","NULL",0.0701402805611222
"6862","Salon Success Academy-Fontana","3422",0.226438698915763
"6863","Salon Success Academy-Redlands","5914",0.226438698915763
"6864","Rasmussen College–Romeoville","NULL",0.0841205578047683
"6865","Brown Mackie College-Phoenix","10203",0.282442748091603
"6866","Regency Beauty Institute-Tinley Park","NULL",0.0619469026548673
"6867","Regency Beauty Institute-Columbia","NULL",0.0619469026548673
"6868","Regency Beauty Institute-South Bend","NULL",0.0619469026548673
"6869","Regency Beauty Institute-Detroit Lakeside","NULL",0.0619469026548673
"6870","Regency Beauty Institute-Fort Myers","NULL",0.0619469026548673
"6871","Regency Beauty Institute-Arlington","NULL",0.0619469026548673
"6872","Regency Beauty Institute-Durham","NULL",0.0619469026548673
"6873","Minnesota School of Business-Elk River","NULL",0.0678496868475992
"6874","Brown Mackie College-Greenville","NULL",0.282442748091603
"6875","Globe University-Sioux Falls","3507",0.0761154855643045
"6876","Globe University-Eau Claire","6641",0.0761154855643045
"6877","Vanguard College of Cosmetology-Baton Rouge","10172",0.00722623679822123
"6878","Globe University-Minneapolis","4448",0.0761154855643045
"6879","San Joaquin Valley College–Hesperia","NULL",0.133680555555556
"6880","Beauty Schools of America-Homestead","2668",6.14285714285714
"6881","ATI Career Training Center","7325",0.385487528344671
"6882","ATI Career Training Center","8055",0.196698762035763
"6883","ATI Career Training Center","NULL",0.196698762035763
"6884","ATI Career Training Center","NULL",0.196698762035763
"6885","ATI Career Training Center","544",0.324324324324324
"6886","South Texas Vocational Technical Institute-Brownsville","13418",0.159929701230228
"6887","South Texas Vocational Technical Institute-Corpus Christi","863",0.0963541666666667
"6888","L'Ecole Culinaire-Memphis","NULL",0.293216630196937
"6889","University of Minnesota-Rochester","NULL",0.0630801687763713
"6890","Health And Style Institute","15320",0.246251703771013
"6891","College of Business and Technology-Cutler Bay","9628",0.0229521171349426
"6892","Provo College–American Fork","191",0.0409141172134169
"6893","American National University-Columbus","15218",0.321981424148607
"6894","Kaplan Career Institute","NULL",0.449915110356537
"6895","Herzing University-Toledo","0",0.137988826815642
"6896","Capri Beauty College","5824",0.0447154471544715
"6897","Milan Institute of Cosmetology","324",0.103911042944785
"6898","Milan Institute-Bakersfield","10437",0.11787072243346
"6899","Homestead Schools","7382",0.179589131875414
"6900","Chamberlain College of Nursing-Florida","NULL",0.087734425522742
"6901","Remington College-Columbia Campus","21147",0.24384236453202
"6902","InterCoast Colleges-Elk Grove","10414",0.0217517964653331
"6903","Troy University-Phenix City Campus","NULL",0.0903402424716465
"6904","Troy University-Montgomery Campus","NULL",0.0903402424716465
"6905","Troy University-Dothan Campus","NULL",0.0903402424716465
"6906","Troy University-Atlantic Region","NULL",0.0903402424716465
"6907","Troy University-Southeast Region","NULL",0.0903402424716465
"6908","Troy University-Southeast Region","NULL",0.0903402424716465
"6909","Troy University-Western Region","NULL",0.0903402424716465
"6910","Troy University-eTROY","NULL",0.0903402424716465
"6911","Apollo College Mesa - Tri City Inc","NULL",0.107090103397341
"6912","Apollo College - Tucson","NULL",0.107090103397341
"6913","Apollo College-Westside","NULL",0.107090103397341
